dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_fair,gtg_fair_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,global_gtg_fair_eo,gtg_fair_eo_contribution,gtg_fair_eo_abs_contribution,accuracy,precision,recall,f1,loss,gtg_loss_contribution,gtg_acc_contribution,global_gtg_loss,global_gtg_acc,acc_contribution
adult,iid,20,42,1,0,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,-0.0240995717048645,0.0171906688058508,0.3212402164936065,0.8473743474255298,0.0171906688058508
adult,iid,20,42,1,1,0.9819735899273212,0.0012885711892775,0.8453919555501872,0.0,0.7809087776300891,0.0091483622365323,0.8639471630420856,0.0,,0.8440760549471056,0.014945524670444,0.014945524670444,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,-0.0227823826670646,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,2,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,3,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,4,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.010313947064293,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,5,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,6,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,7,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,8,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0156541859529386,0.3212402164936065,0.8473743474255298,0.0156541859529386
adult,iid,20,42,1,9,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,10,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0032215005379259,0.0032215005379259,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,11,0.9819735899273212,0.0006896184990155,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,12,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,13,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,14,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,15,0.9819735899273212,0.0,0.8453919555501872,0.0,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
adult,iid,20,42,1,16,0.9819735899273212,0.0019107885665363,0.8453919555501872,0.0310903873634787,0.7809087776300891,0.0,0.8639471630420856,0.0,,0.8440760549471056,0.0,0.0,0.8473743474255298,0.6846413095811267,0.6297608503100088,0.6560553633217993,0.3212402164936065,0.0,0.0,0.3212402164936065,0.8473743474255298,0.0
