dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,accuracy,precision,recall,f1,loss,gtg_loss_contribution,gtg_acc_contribution,global_gtg_loss,global_gtg_acc,acc_contribution
imdb,iid,20,107,10,0,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,-1.5823754789286493e-05,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,1,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,0.0,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,-0.0012970664123497,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,2,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,5.248084291188259e-05,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,3,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,0.0001066858237547,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,4,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,0.0,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.000334928229665,0.687788188457489,0.501,0.000334928229665
imdb,iid,20,107,10,5,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,0.0,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,6,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,-0.0001674042145593,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,7,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,0.0,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,8,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,-0.0004979885057471,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,9,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,0.0,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,10,0.6408320069313049,-0.0002573928283771,0.0335195660591125,0.0,0.8400444444444446,0.0,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,11,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,0.0,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,12,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,-0.0001080076628352,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,13,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,-0.0004588601532567,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
imdb,iid,20,107,10,14,0.6408320069313049,0.0,0.0335195660591125,0.0,0.8400444444444446,-0.0006860057471264,,0.501,0.4985932475884244,1.0,0.6654150462652542,0.687788188457489,0.0,0.0,0.687788188457489,0.501,0.0
