dataset,partition,num_clients,seed,round,client_id,global_l1o_rob,l1o_rob_contribution,global_l1o_adv,l1o_adv_contribution,global_l1o_priv,l1o_priv_contribution,l1o_priv_abs_contribution,accuracy,precision,recall,f1,loss,l1o_loss_contribution,l1o_acc_contribution,global_l1o_loss,global_l1o_acc,acc_contribution
imdb,noniid,20,42,3,15,0.683942,0.040704,0.7065761258041459,0.0959318681010645,0.8507555555555555,-0.0001333333333335,,0.5098,0.7613636363636364,0.0526936688950059,0.0985656491357116,0.6891971230506897,0.000728964805603,-0.0013999999999999,0.6891971230506897,0.5098,-0.0013999999999999
imdb,noniid,20,42,3,16,0.683942,0.035106,0.7065761258041459,0.0785957611477643,0.8507555555555555,-0.0006444444444446,,0.5098,0.7613636363636364,0.0526936688950059,0.0985656491357116,0.6891971230506897,0.0007435679435729,-0.0011999999999999,0.6891971230506897,0.5098,-0.0011999999999999
imdb,noniid,20,42,3,17,0.683942,0.032078,0.7065761258041459,0.0720957887254941,0.8507555555555555,4.444444444451357e-05,,0.5098,0.7613636363636364,0.0526936688950059,0.0985656491357116,0.6891971230506897,0.0007606744766235,-0.0011999999999999,0.6891971230506897,0.5098,-0.0011999999999999
imdb,noniid,20,42,3,18,0.683942,0.02593,0.7065761258041459,0.0538475645001061,0.8507555555555555,-0.0006666666666668,,0.5098,0.7613636363636364,0.0526936688950059,0.0985656491357116,0.6891971230506897,0.0008776187896728,0.0006,0.6891971230506897,0.5098,0.0006
imdb,noniid,20,42,3,19,0.683942,0.043088,0.7065761258041459,0.1025984565787445,0.8507555555555555,0.000233333333333,,0.5098,0.7613636363636364,0.0526936688950059,0.0985656491357116,0.6891971230506897,0.0006735920906066,-0.0011999999999999,0.6891971230506897,0.5098,-0.0011999999999999
imdb,noniid,20,42,4,0,0.7058,0.02644,0.7496448863636364,0.0471597621074235,0.8900444444444444,0.0014555555555555,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0017767548561096,0.0022,0.685746967792511,0.5158,0.0022
imdb,noniid,20,42,4,1,0.7058,0.0480859999999999,0.7496448863636364,0.1007665722915764,0.8900444444444444,0.0005333333333332,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0013675689697265,0.0008,0.685746967792511,0.5158,0.0008
imdb,noniid,20,42,4,2,0.7058,0.0311919999999999,0.7496448863636364,0.0616893153813385,0.8900444444444444,0.0005111111111111,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.001364529132843,0.0008,0.685746967792511,0.5158,0.0008
imdb,noniid,20,42,4,3,0.7058,0.0296179999999999,0.7496448863636364,0.0527807748653784,0.8900444444444444,-0.0003333333333332,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0016108155250549,0.0016,0.685746967792511,0.5158,0.0016
imdb,noniid,20,42,4,4,0.7058,0.03115,0.7496448863636364,0.0593671085858585,0.8900444444444444,-0.0001777777777778,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0014241933822631,0.0014,0.685746967792511,0.5158,0.0014
imdb,noniid,20,42,4,5,0.7058,0.0355799999999999,0.7496448863636364,0.0705171605069385,0.8900444444444444,0.0002666666666666,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.001393973827362,0.0012,0.685746967792511,0.5158,0.0012
imdb,noniid,20,42,4,6,0.7058,0.0424519999999999,0.7496448863636364,0.0822916422853665,0.8900444444444444,0.0005333333333334,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.001335859298706,0.001,0.685746967792511,0.5158,0.001
imdb,noniid,20,42,4,7,0.7058,0.0325159999999999,0.7496448863636364,0.0615587453424484,0.8900444444444444,0.0002888888888887,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0015203952789306,0.0018,0.685746967792511,0.5158,0.0018
imdb,noniid,20,42,4,8,0.7058,0.0462979999999999,0.7496448863636364,0.0933415040609373,0.8900444444444444,0.0007777777777779,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0014488697052001,0.001,0.685746967792511,0.5158,0.001
imdb,noniid,20,42,4,9,0.7058,0.03983,0.7496448863636364,0.0824041009692168,0.8900444444444444,4.444444444451357e-05,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0014439821243286,0.0006,0.685746967792511,0.5158,0.0006
imdb,noniid,20,42,4,10,0.7058,0.0662419999999999,0.7496448863636364,0.1401754437847243,0.8900444444444444,0.0011777777777779,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0013983249664306,-0.0011999999999999,0.685746967792511,0.5158,-0.0011999999999999
imdb,noniid,20,42,4,11,0.7058,0.045962,0.7496448863636364,0.0878801804812834,0.8900444444444444,0.0012222222222222,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0013192296028137,0.0008,0.685746967792511,0.5158,0.0008
imdb,noniid,20,42,4,12,0.7058,0.0382259999999999,0.7496448863636364,0.0748088490836915,0.8900444444444444,8.888888888880508e-05,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0013534426689147,0.0008,0.685746967792511,0.5158,0.0008
imdb,noniid,20,42,4,13,0.7058,0.02299,0.7496448863636364,0.0389243239734782,0.8900444444444444,0.0009777777777777,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.001775324344635,0.0026,0.685746967792511,0.5158,0.0026
imdb,noniid,20,42,4,14,0.7058,0.0390719999999999,0.7496448863636364,0.0808003196511191,0.8900444444444444,0.0004222222222223,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0013161897659301,0.001,0.685746967792511,0.5158,0.001
imdb,noniid,20,42,4,15,0.7058,0.0403299999999999,0.7496448863636364,0.0822902252009256,0.8900444444444444,0.0004888888888889,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0013604760169982,0.0012,0.685746967792511,0.5158,0.0012
imdb,noniid,20,42,4,16,0.7058,0.0359599999999999,0.7496448863636364,0.0665658294981716,0.8900444444444444,0.0010222222222222,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0013840198516845,0.0016,0.685746967792511,0.5158,0.0016
imdb,noniid,20,42,4,17,0.7058,0.0325739999999999,0.7496448863636364,0.0616893153813385,0.8900444444444444,4.444444444451357e-05,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0014177560806274,0.0016,0.685746967792511,0.5158,0.0016
imdb,noniid,20,42,4,18,0.7058,0.0254539999999999,0.7496448863636364,0.0459411826599326,0.8900444444444444,-0.0004777777777777,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.001595139503479,0.0018,0.685746967792511,0.5158,0.0018
imdb,noniid,20,42,4,19,0.7058,0.0422879999999999,0.7496448863636364,0.0830925707547169,0.8900444444444444,0.0004222222222223,,0.5158,0.7990196078431373,0.0640975226110892,0.1186749180924645,0.685746967792511,0.0013012886047363,0.001,0.685746967792511,0.5158,0.001
imdb,noniid,20,42,5,0,0.723446,0.022998,0.7881895332390382,0.0491194430239098,0.9387111111111112,-0.0303333333333331,,0.5378,0.8258426966292135,0.115611482500983,0.2028285615729562,0.6799123287200928,0.002933382987976,0.0089999999999998,0.6799123287200928,0.5378,0.0089999999999998
imdb,noniid,20,42,5,1,0.723446,0.047366,0.7881895332390382,0.0968895668299014,0.9387111111111112,-0.0060333333333333,,0.5378,0.8258426966292135,0.115611482500983,0.2028285615729562,0.6799123287200928,0.0024149417877197,0.0061999999999999,0.6799123287200928,0.5378,0.0061999999999999
