dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_fair,gtg_fair_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,global_gtg_fair_eo,gtg_fair_eo_contribution,gtg_fair_eo_abs_contribution,accuracy,precision,recall,f1,loss,loss_contribution,acc_contribution,global_gtg_loss,global_gtg_acc
cifar,iid,20,123,8,6,0.3905040025711059,0.0,0.1147119341563786,0.0,0.9951395799507672,-0.0001919804763376,0.7371555555555556,0.0,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,-0.0690707937994999,0.0184978723404255,1.699243187904358,0.3858
cifar,iid,20,123,8,7,0.3905040025711059,0.0,0.1147119341563786,0.0,0.9951395799507672,0.0,0.7371555555555556,0.0,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,8,8,0.3905040025711059,0.0306507861036561,0.1147119341563786,0.0,0.9951395799507672,0.0,0.7371555555555556,0.0038898782343987,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,8,9,0.3905040025711059,0.0,0.1147119341563786,0.0089005676586538,0.9951395799507672,0.0,0.7371555555555556,0.0,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,8,10,0.3905040025711059,0.0,0.1147119341563786,0.0068771484831426,0.9951395799507672,0.0,0.7371555555555556,-0.0047339802130898,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,8,11,0.3905040025711059,0.0,0.1147119341563786,0.0,0.9951395799507672,0.0,0.7371555555555556,0.0037758498224251,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,8,12,0.3905040025711059,0.0,0.1147119341563786,0.0,0.9951395799507672,0.0,0.7371555555555556,-0.0008280314561136,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,8,13,0.3905040025711059,0.0,0.1147119341563786,0.0098574523606277,0.9951395799507672,-0.0006106309705292,0.7371555555555556,-0.0094348680872653,,0.945991855895705,0.001530039602753,0.001530039602753,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,8,14,0.3905040025711059,0.0,0.1147119341563786,0.0,0.9951395799507672,0.0,0.7371555555555556,0.0,,0.945991855895705,0.0002826068031987,0.0002826068031987,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
cifar,iid,20,123,8,15,0.3905040025711059,0.0,0.1147119341563786,0.0,0.9951395799507672,0.0,0.7371555555555556,0.0,,0.945991855895705,0.0,0.0,0.3858,0.6288684974848012,0.3895917243860947,0.3662559004354175,1.699243187904358,0.0,0.0,1.699243187904358,0.3858
