dataset,partition,num_clients,seed,round,client_id,global_l1o_rob,l1o_rob_contribution,global_l1o_adv,l1o_adv_contribution,global_l1o_fair,l1o_fair_contribution,global_l1o_priv,l1o_priv_contribution,l1o_priv_abs_contribution,global_l1o_fair_eo,l1o_fair_eo_contribution,l1o_fair_eo_abs_contribution,accuracy,precision,recall,f1,loss,loss_contribution,acc_contribution,global_l1o_loss,global_l1o_acc
cifar,iid,20,42,2,19,0.9999979734420776,5.960464477539063e-06,1.0,0.0,1.0,0.0,0.8679555555555556,0.0831333333333335,,1.0,0.0,0.0,0.0982,0.0098199999999999,0.1,0.0178838098706975,3.212122678756714,0.0051105022430419,-0.0,3.212122678756714,0.0982
cifar,iid,20,42,3,0,0.986248016357422,0.001878023147583,0.9959349593495936,0.0,1.0,0.0,0.8528444444444443,0.039622222222222,,0.9998607680895114,0.0,0.0,0.0984,0.1098239295718287,0.1001949317738791,0.0182794311651247,3.3477206230163574,-0.000887393951416,-0.0,3.3477206230163574,0.0984
cifar,iid,20,42,3,1,0.986248016357422,-0.00068199634552,0.9959349593495936,0.0,1.0,0.0,0.8528444444444443,0.0133555555555553,,0.9998607680895114,0.0,0.0,0.0984,0.1098239295718287,0.1001949317738791,0.0182794311651247,3.3477206230163574,0.0067226886749267,-0.0,3.3477206230163574,0.0984
cifar,iid,20,42,3,2,0.986248016357422,0.003488004207611,0.9959349593495936,0.0,1.0,0.0,0.8528444444444443,0.0760222222222222,,0.9998607680895114,0.0,0.0,0.0984,0.1098239295718287,0.1001949317738791,0.0182794311651247,3.3477206230163574,-0.0075986385345458,-0.0,3.3477206230163574,0.0984
cifar,iid,20,42,3,3,0.986248016357422,0.004576027393341,0.9959349593495936,0.0020325203252032,1.0,0.0,0.8528444444444443,0.0023999999999997,,0.9998607680895114,2.367993342922148e-05,2.367993342922148e-05,0.0984,0.1098239295718287,0.1001949317738791,0.0182794311651247,3.3477206230163574,-0.0078682899475097,-0.0,3.3477206230163574,0.0984
cifar,iid,20,42,3,4,0.986248016357422,0.0006220340728759,0.9959349593495936,0.0,1.0,0.0,0.8528444444444443,0.0062777777777773,,0.9998607680895114,-0.0001155519770593,0.0001155519770593,0.0984,0.1098239295718287,0.1001949317738791,0.0182794311651247,3.3477206230163574,0.0071082115173339,0.0002,3.3477206230163574,0.0984
cifar,iid,20,42,3,5,0.986248016357422,-0.0012179613113403,0.9959349593495936,-0.0020325203252031,1.0,0.0,0.8528444444444443,0.0034222222222217,,0.9998607680895114,0.0,0.0,0.0984,0.1098239295718287,0.1001949317738791,0.0182794311651247,3.3477206230163574,-0.0053081512451171,-0.0,3.3477206230163574,0.0984
cifar,iid,20,42,3,6,0.986248016357422,-5.0008296966552734e-05,0.9959349593495936,0.0020325203252032,1.0,0.0,0.8528444444444443,0.0136,,0.9998607680895114,0.0,0.0,0.0984,0.1098239295718287,0.1001949317738791,0.0182794311651247,3.3477206230163574,0.0032134056091308,-0.0,3.3477206230163574,0.0984
cifar,iid,20,42,3,7,0.986248016357422,-0.0009979605674743,0.9959349593495936,-0.0020325203252031,1.0,0.0,0.8528444444444443,-0.0046444444444444,,0.9998607680895114,0.0,0.0,0.0984,0.1098239295718287,0.1001949317738791,0.0182794311651247,3.3477206230163574,-0.0034234523773193,-0.0,3.3477206230163574,0.0984
cifar,iid,20,42,3,8,0.986248016357422,-0.0025079846382141,0.9959349593495936,-0.0020325203252031,1.0,0.0,0.8528444444444443,0.0056666666666667,,0.9998607680895114,0.0,0.0,0.0984,0.1098239295718287,0.1001949317738791,0.0182794311651247,3.3477206230163574,-0.0092682838439941,-0.0,3.3477206230163574,0.0984
cifar,iid,20,42,3,9,0.986248016357422,0.00245201587677,0.9959349593495936,0.0,1.0,0.0,0.8528444444444443,0.0135777777777776,,0.9998607680895114,2.367993342922148e-05,2.367993342922148e-05,0.0984,0.1098239295718287,0.1001949317738791,0.0182794311651247,3.3477206230163574,0.011824607849121,-0.0,3.3477206230163574,0.0984
cifar,iid,20,42,3,10,0.986248016357422,-0.0019840002059936,0.9959349593495936,-0.0020325203252031,1.0,0.0,0.8528444444444443,0.0399111111111112,,0.9998607680895114,0.0,0.0,0.0984,0.1098239295718287,0.1001949317738791,0.0182794311651247,3.3477206230163574,-0.0046854019165039,-0.0,3.3477206230163574,0.0984
