dataset,partition,num_clients,seed,weight_metric,round,acc,loss,rel,res,fairDP,fairEO,priv
adultnoniid,noniid,20,107,rel,10,0.8433821271368614,0.3550662994384765,0.988019244549084,0.6198567787352833,0.916794680523174,0.9918565648686426,0.959303842596226
adultnoniid,noniid,20,123,rel,10,0.7970109530146381,0.6248589754104614,0.9962780223154878,0.9003339326997174,0.9670558136632572,0.9943406566745944,0.9806362650342996
adultnoniid,noniid,20,9928,rel,10,0.8490121813901116,0.3238416016101837,0.9847947589313132,0.5804195804195804,0.8697528500573888,0.9342071272040336,0.9417449614009812
adultnoniid,noniid,20,2025,rel,10,0.8364213327873887,0.3816280961036682,0.9863476302589824,0.6151021906743361,0.9004088596177737,0.935092989042591,0.973499353720484
adultnoniid,noniid,4,107,res,10,0.8646739686764254,0.2963654696941376,0.9888105230832224,0.521131762756008,0.8393661045024194,0.916662183558432,0.9107227061772516
adultnoniid,noniid,4,42,res,10,0.8282321629644794,0.4244633913040161,0.9911454601289794,0.6839698430354715,0.9138593908658236,0.9488120009944128,0.971095844560218
adultnoniid,noniid,4,123,res,10,0.8542327771522162,0.3185326755046844,0.9899672433207084,0.5780707010185739,0.8750275598516779,0.9456045506438758,0.9484961843684204
adultnoniid,noniid,4,2025,res,10,0.7649708260825059,1.062119722366333,0.9998444057733648,,0.9935787436489432,0.9939246709487796,0.9787146986164186
adultnoniid,noniid,4,9928,res,10,0.7817586242194697,0.8693647384643555,0.9979926297471594,0.9338745580725416,0.9860132570922892,0.9852607309706828,0.9827738169261512
adultnoniid,noniid,20,107,res,10,0.8117514586958747,0.4838943779468536,0.9934107892312416,0.8334174022698613,0.950418975926966,0.9853014354063864,0.978080325131922
adultnoniid,noniid,20,42,res,10,0.8188146176681339,0.476449191570282,0.9922387143003378,0.8254781847730966,0.9487967264757994,0.9967601927974572,0.9568470078298088
adultnoniid,noniid,20,123,res,10,0.7953731190500563,0.646425724029541,0.9966485822499744,0.9136422136422137,0.9628810397674952,0.9772958694882172,0.9742006357485472
adultnoniid,noniid,20,2025,res,10,0.7991606100931518,0.6142513155937195,0.9978114443648276,0.9009862943512232,0.9623054501379412,0.9874572850719716,0.9837662098104358
adultnoniid,noniid,20,9928,res,10,0.8262872351315386,0.3937393128871918,0.991344047497185,0.7938553022794846,0.9313315331975668,0.9762340770582064,0.9817710272255726
adultnoniid,noniid,4,42,priv,10,0.8401064592076978,0.366769939661026,0.9901760671511926,0.5897404654563178,0.9187441027590106,0.9908811544587368,0.9531797824181116
adultnoniid,noniid,4,107,priv,10,0.8626266762206981,0.294580727815628,0.98460947896407,0.4127210157826035,0.7668364221167101,0.8397344167358862,0.9049026690304331
adultnoniid,noniid,4,123,priv,10,0.8625243115979118,0.3059475123882293,0.9887357969085884,0.4997626394493235,0.8574575635011128,0.974574360451146,0.9095108063167032
adultnoniid,noniid,4,2025,priv,10,0.8028457365134609,0.540476381778717,0.9947916879926296,0.6910620935866378,0.970972905309455,0.9755122879075502,0.964929694045173
adultnoniid,noniid,4,9928,priv,10,0.8564847988535162,0.3114212155342102,0.9859576210461664,0.389506394167563,0.8702326183844538,0.976101719651,0.9270968533867796
adultnoniid,noniid,20,42,priv,10,0.8496263691268298,0.3389817476272583,0.9887409151397276,0.6136144578313253,0.8881393365592068,0.9547431179417863,0.9564152045724528
adultnoniid,noniid,20,107,priv,10,0.8613983007472618,0.3085447251796722,0.9847384583887808,0.4560903149138443,0.8593930876299284,0.9621232572159308,0.929773865891802
adultnoniid,noniid,20,123,priv,10,0.8563824342307299,0.3113543689250946,0.9828621148531068,0.4659335405211571,0.7921129188104733,0.8746469049100298,0.9022984342394662
adultnoniid,noniid,20,2025,priv,10,0.8204524516327157,0.4410493671894073,0.9929767632306274,0.7805364940736119,0.935429867504713,0.968839555066518,0.9757666981254204
adultnoniid,noniid,20,9928,priv,10,0.8486027228989661,0.3223241865634918,0.985103900092128,0.5507840772014475,0.8803234004413358,0.9466851217051202,0.9492242968901444
