dataset,partition,num_clients,seed,weight_metric,round,acc,loss,rel,res,fairDP,fairEO,priv
celebanoniid,noniid,4,123,rel,10,0.8038,0.4068884253501892,0.874572,0.7183378949987559,0.8411478850964718,0.926250424390503,0.9638668799999999
celebanoniid,noniid,4,2025,rel,10,0.8858,0.295459508895874,0.930894,0.46940618649808086,0.8894441728728757,0.9669288776011281,0.956944
celebanoniid,noniid,4,9928,rel,10,0.897,0.2649240791797638,0.872308,0.465551839464883,0.8459063666873426,0.9763039906679442,0.94821248
celebanoniid,noniid,20,42,rel,10,0.9078,0.23194719851016998,0.919338,0.5384445913196739,0.8301882607141831,0.9604688984954765,0.90828672
celebanoniid,noniid,20,107,rel,10,0.9098,0.2347896546125412,0.902078,0.5689162453286436,0.8458718611233205,0.9665255977403933,0.9140646400000001
celebanoniid,noniid,20,123,rel,10,0.898,0.2679259777069092,0.925824,0.4623608017817372,0.8625355838628979,0.9685463021992949,0.91721728
celebanoniid,noniid,20,2025,rel,10,0.9072,0.23111821711063385,0.882884,0.5811287477954145,0.8395335176368618,0.9588495145163946,0.94387584
celebanoniid,noniid,20,9928,rel,10,0.9106,0.23347055912017822,0.942258,0.5339336701076214,0.8580983326418528,0.9752890130078411,0.9314406399999999
celebanoniid,noniid,4,42,res,10,0.6654,0.8291769623756409,0.925034,0.8160504959422903,0.9117824177720086,0.9505165310850056,0.9600518400000002
celebanoniid,noniid,4,107,res,10,0.7114,0.670397937297821,0.896266,0.7880236154062412,0.8777944372101429,0.9297568591014792,0.95712448
celebanoniid,noniid,4,123,res,10,0.5626,1.0620684623718262,0.97429,0.9477426235335941,0.982604266366523,0.9917333757093009,0.9538751999999999
celebanoniid,noniid,4,2025,res,10,0.6768,0.8236347436904907,0.905832,0.8135342789598109,0.8813476887433813,0.9203613213356375,0.9517356800000001
celebanoniid,noniid,4,9928,res,10,0.6814,0.8936271667480469,0.90463,0.8071617258585265,0.8882184037890395,0.9303536075852982,0.9814144
