dataset,partition,num_clients,seed,round,client_id,global_gtg_loss,gtg_loss_contribution,abs_contribution
celeba,iid,4,123,1,0,0.36066025495529175,0.11835132241249084,0.11835132241249084
celeba,iid,4,123,1,1,0.36066025495529175,-0.0,0.0
celeba,iid,4,123,1,2,0.36066025495529175,-0.0,0.0
celeba,iid,4,123,1,3,0.36066025495529175,0.1095974326133728,0.1095974326133728
celeba,iid,4,123,2,0,0.20673181116580963,0.049791716039180756,0.049791716039180756
celeba,iid,4,123,2,1,0.20673181116580963,0.04546479533116023,0.04546479533116023
celeba,iid,4,123,2,2,0.20673181116580963,-0.0,0.0
celeba,iid,4,123,2,3,0.20673181116580963,-0.0,0.0
celeba,iid,4,123,3,0,0.20237235724925995,0.0062539999683698016,0.0062539999683698016
celeba,iid,4,123,3,1,0.20237235724925995,0.023414101699988046,0.023414101699988046
celeba,iid,4,123,3,2,0.20237235724925995,-0.011623112857341767,0.011623112857341767
celeba,iid,4,123,3,3,0.20237235724925995,-0.0,0.0
celeba,iid,4,123,4,0,0.19504314661026,0.0037798891464869183,0.0037798891464869183
celeba,iid,4,123,4,1,0.19504314661026,0.003124577303727468,0.003124577303727468
celeba,iid,4,123,4,2,0.19504314661026,-0.0023313825329144794,0.0023313825329144794
celeba,iid,4,123,4,3,0.19504314661026,0.002540700634320577,0.002540700634320577
celeba,iid,4,123,5,0,0.19659750163555145,0.008792416751384735,0.008792416751384735
celeba,iid,4,123,5,1,0.19659750163555145,0.003769695262114207,0.003769695262114207
celeba,iid,4,123,5,2,0.19659750163555145,0.0004258876045544942,0.0004258876045544942
celeba,iid,4,123,5,3,0.19659750163555145,-0.0,0.0
celeba,iid,4,123,6,0,0.19358639419078827,0.006930563350518545,0.006930563350518545
celeba,iid,4,123,6,1,0.19358639419078827,-0.01435869832833608,0.01435869832833608
celeba,iid,4,123,6,2,0.19358639419078827,-0.0,0.0
celeba,iid,4,123,6,3,0.19358639419078827,0.010871028900146485,0.010871028900146485
celeba,iid,4,123,7,0,0.1940622329711914,-0.0,0.0
celeba,iid,4,123,7,1,0.1940622329711914,-0.0,0.0
celeba,iid,4,123,7,2,0.1940622329711914,-0.0,0.0
