dataset,partition,num_clients,seed,round,client_id,global_gtg_loss,gtg_loss_contribution,abs_contribution
celeba,noniid,4,42,1,0,0.5382300615310669,-0.0,0.0
celeba,noniid,4,42,1,1,0.5382300615310669,-0.0,0.0
celeba,noniid,4,42,1,2,0.5382300615310669,-0.0,0.0
celeba,noniid,4,42,1,3,0.5382300615310669,0.2948444793621699,0.2948444793621699
celeba,noniid,4,42,2,0,0.35181742906570435,-0.0,0.0
celeba,noniid,4,42,2,1,0.35181742906570435,-0.0,0.0
celeba,noniid,4,42,2,2,0.35181742906570435,-0.0,0.0
celeba,noniid,4,42,2,3,0.35181742906570435,0.3619008908669154,0.3619008908669154
celeba,noniid,4,42,3,0,0.2981707751750946,-0.0,0.0
celeba,noniid,4,42,3,1,0.2981707751750946,0.19460202852884928,0.19460202852884928
celeba,noniid,4,42,3,2,0.2981707751750946,-0.0,0.0
celeba,noniid,4,42,3,3,0.2981707751750946,0.26329378137985865,0.26329378137985865
celeba,noniid,4,42,4,0,0.2848883271217346,-0.0,0.0
celeba,noniid,4,42,4,1,0.2848883271217346,0.06260052671035131,0.06260052671035131
celeba,noniid,4,42,4,2,0.2848883271217346,-0.0,0.0
celeba,noniid,4,42,4,3,0.2848883271217346,0.2742496535181999,0.2742496535181999
celeba,noniid,4,42,5,0,0.24807417392730713,-0.0,0.0
celeba,noniid,4,42,5,1,0.24807417392730713,0.15812653551499048,0.15812653551499048
celeba,noniid,4,42,5,2,0.24807417392730713,-0.0,0.0
celeba,noniid,4,42,5,3,0.24807417392730713,0.20120235830545424,0.20120235830545424
celeba,noniid,4,42,6,0,0.22539429366588593,-0.0,0.0
celeba,noniid,4,42,6,1,0.22539429366588593,0.14702774882316588,0.14702774882316588
celeba,noniid,4,42,6,2,0.22539429366588593,-0.0,0.0
celeba,noniid,4,42,6,3,0.22539429366588593,0.19357561469078063,0.19357561469078063
celeba,noniid,4,42,7,0,0.25051504373550415,-0.0,0.0
celeba,noniid,4,42,7,1,0.25051504373550415,0.1284686282277107,0.1284686282277107
celeba,noniid,4,42,7,2,0.25051504373550415,-0.0,0.0
celeba,noniid,4,42,7,3,0.25051504373550415,0.2860386202732722,0.2860386202732722
celeba,noniid,4,42,8,0,0.2329246550798416,-0.0,0.0
celeba,noniid,4,42,8,1,0.2329246550798416,0.05839687337478002,0.05839687337478002
celeba,noniid,4,42,8,2,0.2329246550798416,-0.0,0.0
celeba,noniid,4,42,8,3,0.2329246550798416,0.2343446319301923,0.2343446319301923
celeba,noniid,4,42,9,0,0.22935523092746735,-0.0,0.0
celeba,noniid,4,42,9,1,0.22935523092746735,-0.0,0.0
celeba,noniid,4,42,9,2,0.22935523092746735,-0.0,0.0
celeba,noniid,4,42,9,3,0.22935523092746735,0.17567868083715438,0.17567868083715438
celeba,noniid,4,42,10,0,0.25450995564460754,-0.0,0.0
celeba,noniid,4,42,10,1,0.25450995564460754,0.11636775980393092,0.11636775980393092
celeba,noniid,4,42,10,2,0.25450995564460754,-0.0,0.0
celeba,noniid,4,42,10,3,0.25450995564460754,0.2441737413406372,0.2441737413406372
