dataset,num_clients,seed,target_group,condition,eval_metric,value
imdbnoniid,4,123,robustness,ST,res,0.42941454202077434
imdbnoniid,4,123,robustness,ST,fairDP,
imdbnoniid,4,123,robustness,ST,fairEO,
imdbnoniid,4,123,robustness,ST,priv,0.90480512
imdbnoniid,4,123,robustness,DY,acc,0.5124
imdbnoniid,4,123,robustness,DY,loss,2.8903822898864746
imdbnoniid,4,123,robustness,DY,rel,0.970606
imdbnoniid,4,123,robustness,DY,res,
imdbnoniid,4,123,robustness,DY,fairDP,
imdbnoniid,4,123,robustness,DY,fairEO,
imdbnoniid,4,123,robustness,DY,priv,0.9694335999999999
imdbnoniid,4,123,privacy,ST,acc,0.7412
imdbnoniid,4,123,privacy,ST,loss,0.6452738046646118
imdbnoniid,4,123,privacy,ST,rel,0.790768
imdbnoniid,4,123,privacy,ST,res,0.558553696708041
imdbnoniid,4,123,privacy,ST,fairDP,
imdbnoniid,4,123,privacy,ST,fairEO,
imdbnoniid,4,123,privacy,ST,priv,0.9231904
imdbnoniid,4,123,privacy,DY,acc,0.6966
imdbnoniid,4,123,privacy,DY,loss,0.7962099313735962
imdbnoniid,4,123,privacy,DY,rel,0.8154440000000001
imdbnoniid,4,123,privacy,DY,res,0.6221648004593741
imdbnoniid,4,123,privacy,DY,fairDP,
imdbnoniid,4,123,privacy,DY,fairEO,
imdbnoniid,4,123,privacy,DY,priv,0.91565312
imdbnoniid,4,2025,fairness,BL,acc,0.8718
imdbnoniid,4,2025,fairness,BL,loss,0.30220159888267517
imdbnoniid,4,2025,fairness,BL,rel,0.740086
imdbnoniid,4,2025,fairness,BL,res,0.4113328745125029
imdbnoniid,4,2025,fairness,BL,fairDP,
imdbnoniid,4,2025,fairness,BL,fairEO,
imdbnoniid,4,2025,fairness,BL,priv,0.8221555199999999
imdbnoniid,4,2025,robustness,BL,acc,0.8718
imdbnoniid,4,2025,robustness,BL,loss,0.30220159888267517
imdbnoniid,4,2025,robustness,BL,rel,0.740086
imdbnoniid,4,2025,robustness,BL,res,0.4113328745125029
imdbnoniid,4,2025,robustness,BL,fairDP,
imdbnoniid,4,2025,robustness,BL,fairEO,
imdbnoniid,4,2025,robustness,BL,priv,0.8221555199999999
imdbnoniid,4,2025,privacy,BL,acc,0.8718
imdbnoniid,4,2025,privacy,BL,loss,0.30220159888267517
imdbnoniid,4,2025,privacy,BL,rel,0.740086
imdbnoniid,4,2025,privacy,BL,res,0.4113328745125029
imdbnoniid,4,2025,privacy,BL,fairDP,
imdbnoniid,4,2025,privacy,BL,fairEO,
imdbnoniid,4,2025,privacy,BL,priv,0.8221555199999999
imdbnoniid,4,2025,robustness,ST,acc,0.8782
imdbnoniid,4,2025,robustness,ST,loss,0.29829466342926025
imdbnoniid,4,2025,robustness,ST,rel,0.727914
imdbnoniid,4,2025,robustness,ST,res,0.37075836939193807
imdbnoniid,4,2025,robustness,ST,fairDP,
imdbnoniid,4,2025,robustness,ST,fairEO,
imdbnoniid,4,2025,robustness,ST,priv,0.8777612800000001
imdbnoniid,4,2025,robustness,DY,acc,0.862
imdbnoniid,4,2025,robustness,DY,loss,0.32609978318214417
imdbnoniid,4,2025,robustness,DY,rel,0.730286
imdbnoniid,4,2025,robustness,DY,res,0.41670533642691415
imdbnoniid,4,2025,robustness,DY,fairDP,
imdbnoniid,4,2025,robustness,DY,fairEO,
imdbnoniid,4,2025,robustness,DY,priv,0.894288
imdbnoniid,4,2025,privacy,ST,acc,0.8502
imdbnoniid,4,2025,privacy,ST,loss,0.34216275811195374
imdbnoniid,4,2025,privacy,ST,rel,0.730992
imdbnoniid,4,2025,privacy,ST,res,0.43495648082804045
imdbnoniid,4,2025,privacy,ST,fairDP,
imdbnoniid,4,2025,privacy,ST,fairEO,
imdbnoniid,4,2025,privacy,ST,priv,0.9282809599999999
imdbnoniid,4,2025,privacy,DY,acc,0.785
imdbnoniid,4,2025,privacy,DY,loss,0.4926547706127167
imdbnoniid,4,2025,privacy,DY,rel,0.777338
imdbnoniid,4,2025,privacy,DY,res,0.5164331210191083
imdbnoniid,4,2025,privacy,DY,fairDP,
imdbnoniid,4,2025,privacy,DY,fairEO,
imdbnoniid,4,2025,privacy,DY,priv,0.8868985600000001
imdbnoniid,4,9928,fairness,BL,acc,0.8762
imdbnoniid,4,9928,fairness,BL,loss,0.30016186833381653
imdbnoniid,4,9928,fairness,BL,rel,0.7401599999999999
imdbnoniid,4,9928,fairness,BL,res,0.406756448299475
imdbnoniid,4,9928,fairness,BL,fairDP,
imdbnoniid,4,9928,fairness,BL,fairEO,
imdbnoniid,4,9928,fairness,BL,priv,0.83185792
imdbnoniid,4,9928,robustness,BL,acc,0.8762
imdbnoniid,4,9928,robustness,BL,loss,0.30016186833381653
imdbnoniid,4,9928,robustness,BL,rel,0.7401599999999999
imdbnoniid,4,9928,robustness,BL,res,0.406756448299475
imdbnoniid,4,9928,robustness,BL,fairDP,
imdbnoniid,4,9928,robustness,BL,fairEO,
imdbnoniid,4,9928,robustness,BL,priv,0.83185792
imdbnoniid,4,9928,privacy,BL,acc,0.8762
imdbnoniid,4,9928,privacy,BL,loss,0.30016186833381653
imdbnoniid,4,9928,privacy,BL,rel,0.7401599999999999
imdbnoniid,4,9928,privacy,BL,res,0.406756448299475
imdbnoniid,4,9928,privacy,BL,fairDP,
imdbnoniid,4,9928,privacy,BL,fairEO,
imdbnoniid,4,9928,privacy,BL,priv,0.83185792
imdbnoniid,4,9928,robustness,ST,acc,0.8294
imdbnoniid,4,9928,robustness,ST,loss,0.38740256428718567
imdbnoniid,4,9928,robustness,ST,rel,0.750694
imdbnoniid,4,9928,robustness,ST,res,0.4543043163732819
imdbnoniid,4,9928,robustness,ST,fairDP,
imdbnoniid,4,9928,robustness,ST,fairEO,
imdbnoniid,4,9928,robustness,ST,priv,0.9155238399999999
imdbnoniid,4,9928,robustness,DY,acc,0.8294
imdbnoniid,4,9928,robustness,DY,loss,0.38740256428718567
imdbnoniid,4,9928,robustness,DY,rel,0.749994
imdbnoniid,4,9928,robustness,DY,res,0.4543043163732819
imdbnoniid,4,9928,robustness,DY,fairDP,
imdbnoniid,4,9928,robustness,DY,fairEO,
imdbnoniid,4,9928,robustness,DY,priv,0.9155238399999999
imdbnoniid,4,9928,privacy,ST,acc,0.8646
imdbnoniid,4,9928,privacy,ST,loss,0.317866712808609
imdbnoniid,4,9928,privacy,ST,rel,0.736224
imdbnoniid,4,9928,privacy,ST,res,0.38792505204718947
imdbnoniid,4,9928,privacy,ST,fairDP,
imdbnoniid,4,9928,privacy,ST,fairEO,
imdbnoniid,4,9928,privacy,ST,priv,0.9029926399999999
imdbnoniid,4,9928,privacy,DY,acc,0.8794
imdbnoniid,4,9928,privacy,DY,loss,0.2880173623561859
imdbnoniid,4,9928,privacy,DY,rel,0.739636
imdbnoniid,4,9928,privacy,DY,res,0.4066408915169434
imdbnoniid,4,9928,privacy,DY,fairDP,
imdbnoniid,4,9928,privacy,DY,fairEO,
imdbnoniid,4,9928,privacy,DY,priv,0.8208921599999999
