dataset,partition,num_clients,seed,round,client_id,global_l1o_acc,l1o_acc_contribution,global_l1o_adv,l1o_adv_contribution,global_l1o_loss,l1o_loss_contribution,global_l1o_priv,l1o_priv_contribution,global_l1o_rob,l1o_rob_contribution,acc_contribution
imdb,iid,4,42,3,2,0.8652,0.0008,0.4660194174757281,0.0028079413072876,0.3138627707958221,5.155801773071289e-06,0.7836222222222222,-0.0065333333333332,0.756088,-0.0003779999999999,0.0008
imdb,iid,4,42,3,3,0.8652,0.0035999999999999,0.4660194174757281,-0.0028756614472059,0.3138627707958221,0.0020954310894012,0.7836222222222222,0.0092666666666665,0.756088,-0.0008719999999999,0.0035999999999999
imdb,iid,4,42,4,0,0.8684,0.0031999999999999,0.4578535237217871,0.0001558815581255,0.3092382550239563,0.0008580684661865,0.6569333333333334,-0.0153777777777777,0.751844,0.000464,0.0031999999999999
imdb,iid,4,42,4,1,0.8684,0.0017999999999999,0.4578535237217871,0.0018184441002778,0.3092382550239563,0.0009361207485198,0.6569333333333334,-0.0280222222222221,0.751844,0.0006959999999999,0.0017999999999999
imdb,iid,4,42,4,2,0.8684,0.0007999999999999,0.4578535237217871,0.0053408450680296,0.3092382550239563,0.0001066923141479,0.6569333333333334,-0.0001333333333333,0.751844,-0.0003900000000001,0.0007999999999999
imdb,iid,4,42,4,3,0.8684,0.002,0.4578535237217871,-0.001518590774981,0.3092382550239563,0.0020876228809356,0.6569333333333334,-0.0409111111111109,0.751844,-0.001458,0.002
imdb,iid,4,42,5,0,0.8698,0.0004,0.4499885031041619,0.0037037089932808,0.3040048480033874,0.000977486371994,0.7846444444444445,0.0168000000000001,0.747548,-0.000956,0.0004
imdb,iid,4,42,5,1,0.8698,-0.0001999999999999,0.4499885031041619,0.0047011467823228,0.3040048480033874,0.00090754032135,0.7846444444444445,0.0436222222222224,0.747548,0.000848,-0.0001999999999999
imdb,iid,4,42,5,2,0.8698,-0.0025999999999999,0.4499885031041619,0.0034043673866011,0.3040048480033874,0.0001112222671508,0.7846444444444445,0.0399666666666667,0.747548,0.000252,-0.0025999999999999
imdb,iid,4,42,5,3,0.8698,0.002,0.4499885031041619,-0.0017284823763635,0.3040048480033874,0.0022790729999542,0.7846444444444445,0.0102999999999999,0.747548,-0.001314,0.002
