dataset,partition,num_clients,seed,round,client_id,global_gtg_acc,gtg_acc_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_loss,gtg_loss_contribution,global_gtg_priv,gtg_priv_contribution,global_gtg_rob,gtg_rob_contribution,acc_contribution
imdb,noniid,20,2025,10,10,0.8692,0.0,0.4822825586746433,0.0,0.3094127476215362,0.0267798205216725,0.7680666666666667,0.0090848148148148,0.7609239999999999,0.0,0.0
imdb,noniid,20,2025,10,11,0.8692,-0.0254666666666666,0.4822825586746433,0.0394930586989085,0.3094127476215362,-0.1164880742629369,0.7680666666666667,0.0,0.7609239999999999,0.0,-0.0254666666666666
imdb,noniid,20,2025,10,12,0.8692,0.0070599999999999,0.4822825586746433,0.0,0.3094127476215362,0.0257034361362457,0.7680666666666667,0.0,0.7609239999999999,0.0,0.0070599999999999
imdb,noniid,20,2025,10,13,0.8692,0.00502,0.4822825586746433,0.0,0.3094127476215362,0.0137366195519765,0.7680666666666667,0.0,0.7609239999999999,0.0,0.00502
imdb,noniid,20,2025,10,14,0.8692,-0.0020999999999999,0.4822825586746433,0.0,0.3094127476215362,0.0003984401623407,0.7680666666666667,0.0,0.7609239999999999,0.0,-0.0020999999999999
imdb,noniid,20,2025,10,15,0.8692,0.0056333333333333,0.4822825586746433,0.0,0.3094127476215362,0.016742197672526,0.7680666666666667,0.0,0.7609239999999999,0.0,0.0056333333333333
imdb,noniid,20,2025,10,16,0.8692,-0.0118266666666666,0.4822825586746433,0.0,0.3094127476215362,-0.0473502278327941,0.7680666666666667,0.0,0.7609239999999999,0.0,-0.0118266666666666
imdb,noniid,20,2025,10,17,0.8692,0.0015999999999999,0.4822825586746433,0.0,0.3094127476215362,0.0128338515758514,0.7680666666666667,0.0,0.7609239999999999,0.0,0.0015999999999999
imdb,noniid,20,2025,10,18,0.8692,0.0047266666666666,0.4822825586746433,0.0,0.3094127476215362,0.0110633522272109,0.7680666666666667,0.0,0.7609239999999999,0.0,0.0047266666666666
imdb,noniid,20,2025,10,19,0.8692,-0.0226133333333333,0.4822825586746433,0.0,0.3094127476215362,-0.1130699594815572,0.7680666666666667,0.0,0.7609239999999999,0.0,-0.0226133333333333
imdb,noniid,20,9928,1,0,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,1,0.7182,0.0,0.6006683375104428,-0.0779348789593772,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,-0.0412193333333333,0.0
imdb,noniid,20,9928,1,2,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,3,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,0.0592518806457519,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,4,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,5,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,6,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,7,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,8,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,9,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,10,0.7182,0.0435066666666666,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0435066666666666
imdb,noniid,20,9928,1,11,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0026081481481481,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,12,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,13,0.7182,0.0217133333333333,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0217133333333333
imdb,noniid,20,9928,1,14,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,15,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,16,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,17,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,18,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,1,19,0.7182,0.0,0.6006683375104428,0.0,0.5732429027557373,-0.0,0.8437111111111111,0.0,0.8068839999999999,0.0,0.0
imdb,noniid,20,9928,2,0,0.8464,0.0,0.554820415879017,0.0,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0,0.0
imdb,noniid,20,9928,2,1,0.8464,0.0,0.554820415879017,0.0,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0,0.0
imdb,noniid,20,9928,2,2,0.8464,0.0,0.554820415879017,0.0649719575052209,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0361719333333333,0.0
imdb,noniid,20,9928,2,3,0.8464,0.0179333333333333,0.554820415879017,0.0,0.3778086602687835,0.0595262130101521,0.8107777777777778,0.0,0.783844,0.0,0.0179333333333333
imdb,noniid,20,9928,2,4,0.8464,0.0,0.554820415879017,0.0,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0,0.0
imdb,noniid,20,9928,2,5,0.8464,0.0,0.554820415879017,0.0,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0,0.0
imdb,noniid,20,9928,2,6,0.8464,0.0,0.554820415879017,0.0,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0,0.0
imdb,noniid,20,9928,2,7,0.8464,0.0,0.554820415879017,0.0,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0,0.0
imdb,noniid,20,9928,2,8,0.8464,0.0,0.554820415879017,0.0,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0,0.0
imdb,noniid,20,9928,2,9,0.8464,0.0202266666666666,0.554820415879017,0.0,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0,0.0202266666666666
imdb,noniid,20,9928,2,10,0.8464,0.0,0.554820415879017,0.0,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0,0.0
imdb,noniid,20,9928,2,11,0.8464,0.0,0.554820415879017,0.0,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0,0.0
imdb,noniid,20,9928,2,12,0.8464,0.0,0.554820415879017,0.0,0.3778086602687835,-0.0,0.8107777777777778,0.0,0.783844,0.0,0.0
imdb,noniid,20,9928,2,13,0.8464,0.0239133333333333,0.554820415879017,0.0,0.3778086602687835,0.0654686510562896,0.8107777777777778,0.0,0.783844,0.0,0.0239133333333333
