dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_fair,gtg_fair_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,global_gtg_fair_eo,gtg_fair_eo_contribution,gtg_fair_eo_abs_contribution,accuracy,precision,recall,f1,loss,loss_contribution,acc_contribution,global_gtg_loss,global_gtg_acc
cifar,noniid,20,42,1,10,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,0.0,0.0034687499999999,2.675368309020996,0.1026
cifar,noniid,20,42,1,11,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0072000597371565,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,0.0,0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,12,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,0.0,0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,13,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,0.0,0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,14,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,0.0,0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,15,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,0.0,0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,16,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,0.0,0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,17,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,0.0,0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,18,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,0.0,0.0047332031249999,2.675368309020996,0.1026
cifar,noniid,20,42,1,19,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,-0.0705265503763501,0.0,2.675368309020996,0.1026
