dataset,partition,num_clients,seed,round,client_id,global_l1o_acc,l1o_acc_contribution,global_l1o_adv,l1o_adv_contribution,global_l1o_fair_eo,l1o_fair_eo_contribution,global_l1o_fair,l1o_fair_contribution,global_l1o_loss,l1o_loss_contribution,global_l1o_priv,l1o_priv_contribution,global_l1o_rob,l1o_rob_contribution,acc_contribution
celeba,iid,4,123,4,0,,,0.5642361111111112,0.0230596405228757,,,,,,,0.7715777777777775,0.0406888888888885,0.920696,-0.007672,
celeba,iid,4,123,4,1,,,0.5642361111111112,0.0057832645226714,,,,,,,0.7715777777777775,-0.0605555555555556,0.920696,0.0021979999999999,
celeba,iid,4,123,4,2,,,0.5642361111111112,0.0623894893426992,,,,,,,0.7715777777777775,0.0116111111111107,0.920696,0.0293439999999999,
celeba,iid,4,123,4,3,,,0.5642361111111112,-0.0044894217292541,,,,,,,0.7715777777777775,-0.0033333333333336,0.920696,-0.003788,
celeba,iid,4,123,5,0,,,0.5360645020701678,0.0391239426296082,,,,,,,0.7749666666666666,0.0474777777777777,0.904946,0.0353959999999999,
celeba,iid,4,123,5,1,,,0.5360645020701678,0.0272197761474772,,,,,,,0.7749666666666666,0.0040999999999999,0.904946,-0.0081579999999999,
celeba,iid,4,123,5,2,,,0.5360645020701678,0.0097716807740735,,,,,,,0.7749666666666666,0.0519666666666664,0.904946,0.000438,
celeba,iid,4,123,5,3,,,0.5360645020701678,0.0075209813408427,,,,,,,0.7749666666666666,0.0167444444444442,0.904946,0.000952,
celeba,iid,4,123,6,0,,,0.5255601479225582,0.0329450306332446,,,,,,,0.8492000000000002,0.1890666666666667,0.883274,0.0438459999999999,
celeba,iid,4,123,6,1,,,0.5255601479225582,0.0407116630740733,,,,,,,0.8492000000000002,0.0116444444444447,0.883274,0.007,
celeba,iid,4,123,6,2,,,0.5255601479225582,0.0094101370836248,,,,,,,0.8492000000000002,0.0178000000000002,0.883274,-0.006518,
celeba,iid,4,123,6,3,,,0.5255601479225582,0.0340420965958944,,,,,,,0.8492000000000002,0.0923888888888888,0.883274,0.00294,
celeba,iid,4,123,7,0,,,0.4970594641690263,0.029578015020183,,,,,,,0.8328,-0.0184666666666666,0.901664,0.02953,
celeba,iid,4,123,7,1,,,0.4970594641690263,0.0341611664824266,,,,,,,0.8328,0.0374666666666667,0.901664,-0.007938,
celeba,iid,4,123,7,2,,,0.4970594641690263,0.0143759529514266,,,,,,,0.8328,0.0785555555555552,0.901664,-0.0039019999999999,
celeba,iid,4,123,7,3,,,0.4970594641690263,0.0217172960178205,,,,,,,0.8328,0.1043555555555555,0.901664,-0.0049519999999999,
celeba,iid,4,123,8,0,,,0.4886710239651416,0.0455833658753029,,,,,,,0.7306777777777778,-0.0362,0.904998,0.04393,
celeba,iid,4,123,8,1,,,0.4886710239651416,0.0264916773306316,,,,,,,0.7306777777777778,-0.0707999999999999,0.904998,-0.015932,
celeba,iid,4,123,8,2,,,0.4886710239651416,0.0225878729804589,,,,,,,0.7306777777777778,-0.0333888888888891,0.904998,0.00739,
celeba,iid,4,123,8,3,,,0.4886710239651416,-0.0038436212941337,,,,,,,0.7306777777777778,0.0004333333333332,0.904998,-0.00889,
celeba,iid,4,123,9,0,,,0.4500548847420417,-0.0008350295625068,,,,,,,0.7437777777777779,-0.0694555555555553,0.892848,0.0108719999999999,
celeba,iid,4,123,9,1,,,0.4500548847420417,0.0664780808465127,,,,,,,0.7437777777777779,-0.0390777777777777,0.892848,0.01832,
celeba,iid,4,123,9,2,,,0.4500548847420417,0.0397815161353397,,,,,,,0.7437777777777779,0.001788888888889,0.892848,0.0027019999999999,
celeba,iid,4,123,9,3,,,0.4500548847420417,-0.0046288796570019,,,,,,,0.7437777777777779,0.0397555555555557,0.892848,-0.0012459999999999,
celeba,iid,4,123,10,0,,,0.4668694329784922,0.0084999620331323,,,,,,,0.8619666666666665,0.0820111111111112,0.89778,-0.0083339999999999,
celeba,iid,4,123,10,1,,,0.4668694329784922,0.0259623243871272,,,,,,,0.8619666666666665,0.1417777777777775,0.89778,0.008398,
celeba,iid,4,123,10,2,,,0.4668694329784922,0.0212432120104002,,,,,,,0.8619666666666665,0.1051999999999999,0.89778,0.003024,
celeba,iid,4,123,10,3,,,0.4668694329784922,0.0471915923167595,,,,,,,0.8619666666666665,0.0664333333333333,0.89778,0.020128,
celeba,iid,4,2025,1,0,,,0.6288095238095238,0.0185411457465133,,,,,,,0.8141666666666667,-0.0535222222222222,0.843358,-0.0043659999999999,
celeba,iid,4,2025,1,1,,,0.6288095238095238,0.0341090629800308,,,,,,,0.8141666666666667,-0.0286999999999999,0.843358,-0.0100779999999999,
celeba,iid,4,2025,1,2,,,0.6288095238095238,0.0352215935879302,,,,,,,0.8141666666666667,-0.0025333333333332,0.843358,-0.0128659999999999,
celeba,iid,4,2025,1,3,,,0.6288095238095238,0.0321848506457491,,,,,,,0.8141666666666667,-0.0141888888888888,0.843358,-0.0114539999999999,
celeba,iid,4,2025,2,0,,,0.574989068648885,0.0038419583161354,,,,,,,0.7754666666666667,0.0483111111111111,0.859438,0.008862,
celeba,iid,4,2025,2,1,,,0.574989068648885,0.0339623025233912,,,,,,,0.7754666666666667,0.020677777777778,0.859438,0.037612,
celeba,iid,4,2025,2,2,,,0.574989068648885,0.0292553551152152,,,,,,,0.7754666666666667,-0.0694888888888887,0.859438,0.009666,
celeba,iid,4,2025,2,3,,,0.574989068648885,0.0098951411696364,,,,,,,0.7754666666666667,0.0094777777777779,0.859438,-0.0282639999999999,
celeba,iid,4,2025,3,0,,,0.5907099035933392,0.023225241016652,,,,,,,0.8392666666666666,-0.0110333333333334,0.875624,0.0280439999999999,
celeba,iid,4,2025,3,1,,,0.5907099035933392,0.0212288130040692,,,,,,,0.8392666666666666,0.0036888888888888,0.875624,0.029776,
celeba,iid,4,2025,3,2,,,0.5907099035933392,0.0398662090995558,,,,,,,0.8392666666666666,0.0207555555555554,0.875624,0.0109899999999999,
celeba,iid,4,2025,3,3,,,0.5907099035933392,0.0153554870175485,,,,,,,0.8392666666666666,0.0147333333333332,0.875624,-0.013744,
celeba,iid,4,2025,4,0,,,0.6051829268292683,0.0115418118466898,,,,,,,0.9102666666666668,0.1423333333333334,0.904068,0.010012,
celeba,iid,4,2025,4,1,,,0.6051829268292683,0.0214685789085193,,,,,,,0.9102666666666668,0.1154666666666668,0.904068,0.02627,
celeba,iid,4,2025,4,2,,,0.6051829268292683,0.0476510866887325,,,,,,,0.9102666666666668,0.0605555555555556,0.904068,0.0162339999999999,
celeba,iid,4,2025,4,3,,,0.6051829268292683,0.0217226439130551,,,,,,,0.9102666666666668,0.0147555555555556,0.904068,-0.0120379999999999,
