dataset,partition,num_clients,seed,round,client_id,global_l1o_rob,l1o_rob_contribution,global_l1o_adv,l1o_adv_contribution,global_l1o_fair,l1o_fair_contribution,global_l1o_priv,l1o_priv_contribution,l1o_priv_abs_contribution,global_l1o_fair_eo,l1o_fair_eo_contribution,l1o_fair_eo_abs_contribution,accuracy,precision,recall,f1,loss,loss_contribution,acc_contribution,global_l1o_loss,global_l1o_acc
cifar,noniid,20,42,1,13,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,-0.0441333333333333,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,-0.0853834152221679,-0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,14,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0293666666666665,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,-0.0799746513366699,-0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,15,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,-0.0034333333333333,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,-0.05708909034729,-0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,16,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.090588888888889,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,-0.0826070308685302,-0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,17,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0333777777777775,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,-0.06719970703125,-0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,18,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0612666666666665,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,-0.0631747245788574,-0.0,2.675368309020996,0.1026
cifar,noniid,20,42,1,19,1.0,0.0,1.0,0.0,1.0,0.0,0.9003444444444444,0.0080111111111109,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.675368309020996,-0.0597283840179443,-0.0,2.675368309020996,0.1026
cifar,noniid,20,42,2,0,1.0,0.0,1.0,0.0,1.0,0.0,0.8296444444444446,-0.0531999999999996,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.8039395809173584,-0.03804612159729,-0.0,2.8039395809173584,0.1026
cifar,noniid,20,42,2,1,1.0,0.0,1.0,0.0,1.0,0.0,0.8296444444444446,-0.016333333333333,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.8039395809173584,0.0035731792449951,-0.0,2.8039395809173584,0.1026
cifar,noniid,20,42,2,2,1.0,0.0,1.0,0.0,1.0,0.0,0.8296444444444446,-0.0251555555555551,,1.0,0.0,0.0,0.1026,0.01026,0.1,0.0186105568655904,2.8039395809173584,-0.0097708702087402,-0.0,2.8039395809173584,0.1026
