dataset,partition,num_clients,seed,weight_metric,round,acc,loss,rel,res,fairDP,fairEO,priv
adultnoniid,noniid,20,123,loss,10,0.8564847988535162,0.308731347322464,0.9844016787798135,0.4608581331421059,0.8205988855041798,0.9043287865708464,0.9169468776348384
adultnoniid,noniid,20,9928,loss,10,0.8468625243115979,0.3278249502182007,0.9879475893131334,0.6219025746403964,0.8879560611819253,0.9502213156374792,0.9421527849046276
adultnoniid,noniid,20,2025,loss,10,0.8450199611014434,0.3482038974761963,0.987448049953936,0.5890975166565717,0.8979324911269568,0.9649782710121184,0.9635650280613426
adultnoniid,noniid,4,42,fairdp,10,0.8123656464325929,0.5311191082000732,0.9924434435459104,0.7930947580645161,0.9266393620863422,0.939527672600548,0.9844289230038616
adultnoniid,noniid,4,107,fairdp,10,0.8645716040536391,0.2956831455230713,0.988700992936841,0.5085247454416292,0.8272801404559713,0.9104444146395472,0.8978175741075005
adultnoniid,noniid,4,123,fairdp,10,0.8474767120483161,0.3354123830795288,0.9905333196847168,0.6393284213069211,0.9027338143780173,0.9819965547094384,0.9573311305498038
adultnoniid,noniid,4,2025,fairdp,10,0.7645613675913604,1.0522080659866333,1.0,,0.9937295901098424,0.9932841700589232,0.966066971595227
adultnoniid,noniid,4,9928,fairdp,10,0.7860579383764971,0.5608717799186707,0.9971819019346914,0.8420367235317099,0.9798913773118604,0.9932273176011844,0.9827815306930784
adultnoniid,noniid,20,42,fairdp,10,0.8230115672023749,0.4653239250183105,0.9908762411710512,0.7978855721393034,0.9340930965171532,0.9784962887754264,0.9722844354293984
adultnoniid,noniid,20,107,fairdp,10,0.8099088954857201,0.4790989756584167,0.9936871737127648,0.8407482305358949,0.9542503625798668,0.9921804976252128,0.9480596857746736
adultnoniid,noniid,20,123,fairdp,10,0.7951683898044836,0.6653113961219788,0.9968809499436996,0.9111740473738414,0.9662645197400392,0.9866597338600974,0.9779558987175694
adultnoniid,noniid,20,9928,fairdp,10,0.8205548162555021,0.4125675559043884,0.9922765892107688,0.7835578842315369,0.9366482209477563,0.9723461475522284,0.960562695820681
adultnoniid,noniid,20,2025,fairdp,10,0.7992629747159382,0.6204765439033508,0.997672228477838,0.9085553278688524,0.9623054501379412,0.9874572850719716,0.9874832393259912
adultnoniid,noniid,4,42,faireo,10,0.8319172893847886,0.3845160007476806,0.9906418261848704,0.6450104589639474,0.919762966366581,0.9751380061973708,0.9660621085682513
adultnoniid,noniid,4,107,faireo,10,0.8646739686764254,0.2989450991153717,0.9872504862319582,0.5116609447140996,0.8231540099347829,0.8990309472239286,0.8843572185095527
adultnoniid,noniid,4,123,faireo,10,0.8584297266864571,0.3210927248001098,0.9895936124475382,0.5188409253517767,0.8749019096188136,0.9801729119434544,0.935150026059117
adultnoniid,noniid,4,2025,faireo,10,0.7645613675913604,1.194757103919983,1.0,,0.9937295901098424,0.9932841700589232,0.9902394017873132
adultnoniid,noniid,4,9928,faireo,10,0.8451223257242297,0.3345047533512115,0.9834486641416726,0.2657461240310077,0.8959248764770285,0.9823462960643512,0.95797204396713
adultnoniid,noniid,20,42,faireo,10,0.8267990582454704,0.4393818080425262,0.9916153137475688,0.7816020799801906,0.929519059315608,0.974961164194057,0.970111333133446
adultnoniid,noniid,20,123,faireo,10,0.7989558808475791,0.6553339958190918,0.9955768246494012,0.8867392696989109,0.9663038977099324,0.9972576604278188,0.9815652708773102
adultnoniid,noniid,20,107,faireo,10,0.8119561879414474,0.46365687251091,0.9939226123451737,0.8301815431164902,0.9562739080531494,0.9914058364863751,0.9551426007199963
adultnoniid,noniid,20,9928,faireo,10,0.8162555020984748,0.4210087954998016,0.9933381103490634,0.7968397291196389,0.9453947156938938,0.9919395887518114,0.9681302365577552
adultnoniid,noniid,20,2025,faireo,10,0.7983416931108609,0.6110220551490784,0.9977397891288772,0.900628285677651,0.9633683244177448,0.9876644558818072,0.9743844246301248
adultnoniid,noniid,4,42,rel,10,0.8211690039922203,0.4302645921707153,0.9921691063568432,0.7550486163051608,0.921464255392371,0.938698030105594,0.9671531035167398
adultnoniid,noniid,4,107,rel,10,0.8642645101852799,0.2969709038734436,0.9884481523185588,0.501835840341111,0.8295775826370098,0.9106432954833352,0.9045756723889402
adultnoniid,noniid,4,123,rel,10,0.8565871634763026,0.3238709568977356,0.9904534752789436,0.5457695984703632,0.8773481655444182,0.950917843851096,0.9445692062399678
adultnoniid,noniid,4,2025,rel,10,0.7645613675913604,1.228653907775879,1.0,,0.9937295901098424,0.9932841700589232,0.9815023869077923
adultnoniid,noniid,4,9928,rel,10,0.7796089671409561,0.626463770866394,0.9987654826491964,0.9259453781512604,0.9861525217973371,0.9915767044034396,0.9803412972946142
adultnoniid,noniid,20,42,rel,10,0.8222950148428703,0.479991465806961,0.9918067355921794,0.8151375575750031,0.9389966228545388,0.9845064232465884,0.952834004431056
adultnoniid,noniid,20,107,rel,10,0.8107278124680111,0.4744402468204498,0.9941037977275052,0.8446969696969697,0.957647740659432,0.9951472070098634,0.9749371327995406
adultnoniid,noniid,20,123,rel,10,0.8004913501893746,0.5990523099899292,0.99563005425325,0.8749360613810742,0.957847514129742,0.9736657002521892,0.9833406111047388
adultnoniid,noniid,20,2025,rel,10,0.8005937148121609,0.5942383408546448,0.9971112703449688,0.8830072880705793,0.9604698127442806,0.9854800098108832,0.968679926296634
adultnoniid,noniid,20,9928,rel,10,0.8182004299314157,0.4256148934364319,0.99234312621558,0.7966971099712248,0.941716491853062,0.9865304855995232,0.9572518129029186
adultnoniid,noniid,4,107,res,10,0.8634455932029891,0.292957991361618,0.9883314566485822,0.5052756372258447,0.8159484087140185,0.8894440040373628,0.8683310292646902
adultnoniid,noniid,4,42,res,10,0.8243423072985976,0.4328586161136627,0.9910758521854848,0.7265615298646467,0.9233462198094352,0.9528258302709592,0.9754122002279252
adultnoniid,noniid,4,123,res,10,0.8569966219674481,0.3155245184898376,0.9894021906029276,0.5539894887720975,0.8660326482606566,0.9420165232290708,0.9422755344131266
adultnoniid,noniid,4,9928,res,10,0.7926092742348244,0.5291138291358948,0.996914730269219,0.8157045072969134,0.9731707443901756,0.999568805345602,0.9815583955633094
adultnoniid,noniid,4,2025,res,10,0.7665062954243014,0.8991272449493408,0.9996683386221722,,0.9943630885186509,0.998770250730596,0.9867189056378244
adultnoniid,noniid,20,42,res,10,0.8170744190807657,0.4976471066474914,0.9920626471491452,0.8256076171385618,0.9470957210848464,0.9942786068597153,0.9796217369927444
adultnoniid,noniid,20,107,res,10,0.8054048520831201,0.4896749258041382,0.994789640700174,0.8662938485002543,0.9551322778335593,0.9828015839020569,0.9358705925044992
adultnoniid,noniid,20,123,res,10,0.7967038591462791,0.6286025643348694,0.996194083324803,0.893485802389824,0.964433515048719,0.985386256756023,0.9774821728138684
adultnoniid,noniid,20,2025,res,10,0.7972156822602109,0.6599670052528381,0.997898454294196,0.9229583975346688,0.961665002675622,0.976275951727496,0.983522387699292
adultnoniid,noniid,20,9928,res,10,0.8188146176681339,0.4121631979942322,0.9915651550824036,0.7887235904488061,0.946789395460708,0.9968365527717872,0.9666327596303026
adultnoniid,noniid,4,42,priv,10,0.8612959361244754,0.3025480508804321,0.9867540178114445,0.4427145234133587,0.8582954680825718,0.9636944843660372,0.9403509495647088
adultnoniid,noniid,4,107,priv,10,0.8641621455624936,0.2964644432067871,0.9841252942982904,0.4010897891494906,0.7635131672745907,0.8512405643127345,0.8915253202722491
adultnoniid,noniid,4,9928,priv,10,0.8587368205548163,0.307273119688034,0.985810215989354,0.3517701752294672,0.8495649041597886,0.9679568328532172,0.9317006307178296
adultnoniid,noniid,4,123,priv,10,0.8551540587572934,0.3087926805019378,0.9856658818712252,0.4281781182666986,0.8209162256144948,0.9603779175086012,0.9066583894593724
adultnoniid,noniid,4,2025,priv,10,0.8581226328180981,0.3147303164005279,0.9873866311802642,0.4080877967314803,0.86571214089466,0.9755491150640052,0.9484579509149532
adultnoniid,noniid,20,42,priv,10,0.8586344559320299,0.3040711879730224,0.9875319889446208,0.4978540772532188,0.8408186930484883,0.93186105354638,0.9020375076886132
adultnoniid,noniid,20,107,priv,10,0.8606817483877572,0.3029628098011017,0.981982802743372,0.3912940057088487,0.8373862860665332,0.9449483447450142,0.9260311797166834
adultnoniid,noniid,20,123,priv,10,0.8548469648889344,0.3084573447704315,0.9823676937250486,0.4483295413722907,0.8126923280558345,0.9099493488720334,0.909341271134883
adultnoniid,noniid,20,2025,priv,10,0.8563824342307299,0.3220780789852142,0.9873252124065924,0.4941429595983744,0.8652320889327577,0.9426816585786898,0.9415125422496432
adultnoniid,noniid,20,9928,priv,10,0.8567918927218753,0.3066961169242859,0.9834425222643056,0.4428912783751493,0.8116503009365622,0.9108697115438152,0.924855836403748
